Uniform Crime Reporting Statistics - UCR Data Online
http://www.ucrdatatool.gov/


"Crime reported by Fairfield Police Dept, Alabama"

,,,Number of offenses reported,,,,,,,,,,,
,,,Violent crime,,,,,,Property crime,,,,,

Year,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Legacy rape /1,Revised rape /2,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,
1985,12,      13192,         140,           1,           5,,          56,          78,       1018,         222,         642,         154
1986,12,      13142,         189,           2,          11,,          65,         111,       1123,         213,         772,         138
1987,12,      12978,         165,           0,           9,,          66,          90,       1046,         261,         677,         108
1988,12,      13027,         209,           3,          10,,          75,         121,       1036,         238,         662,         136
1989,12,      12842,         258,           2,          13,,         113,         130,       1297,         252,         827,         218
1990,12,      12200,         266,           2,           7,,         110,         147,       1504,         350,         905,         249
1991,12,      12346,         278,           1,           5,,         119,         153,       1782,         344,       1135,         303
1992,12,      12487,         250,           3,          12,,         108,         127,       1625,         254,       1116,         255
1993,12,      12402,         242,           3,          11,,          79,         149,       1106,         199,         716,         191
1994,12,      12496,         236,           2,           9,,         108,         117,       1557,         316,       1027,         214
1995,12,      12486,         199,           2,           5,,          79,         113,       1517,         260,       1140,         117
1996,12,      12544,         182,           0,           9,,          78,          95,       1660,         284,       1209,         167
1997,12,      12679,         164,           0,           3,,          72,          89,       1533,         156,       1215,         162
1998,12,      11537,         166,           2,           6,,          68,          90,       1400,         171,       1105,         124
1999,12,      11229,         111,           0,           7,,          66,          38,       1395,         211,       1082,         102
2001,12,      12429,         156,          12,           3,,          83,          58,       1603,         249,       1160,         194
2002,12,      12491,         126,           0,           6,,          68,          52,       1604,         209,       1155,         240
2003,12,      12106,         118,           5,           9,,          74,          30,       1643,         252,       1210,         181
2004,12,      11996,         123,           0,          14,,          58,          51,       1667,         314,       1236,         117
2005,12,      11938,         135,           4,           6,,          83,          42,       1121,         236,         794,          91
2006,12,      11802,          98,           1,           3,,          46,          48,         792,         170,         528,          94
2007,12,      11443,         209,           4,          12,,          84,         109,       1212,         238,         877,          97
2008,12,      11303,         187,           3,           9,,          99,          76,       1464,         408,         912,         144
2009,12,      11212,         102,           0,           5,,          50,          47,       1229,         373,         771,          85
2010,12,      11117,         105,           4,           5,,          36,          60,       1352,         396,         869,          87
2011,12,      11171,         191,           4,           9,,          82,          96,       1296,         446,         752,          98
2012,12,      11169,         153,           2,           7,,          61,          83,       1337,         462,         800,          75
2013,12,      11003,         181,           4,,          12,          67,          98,       1007,         284,         650,          73
2014,10,      10913,         119,           3,,           7,          49,          60,         790,         219,         521,          50

		
		,1. The figures shown in this column for the offense of rape were estimated using the legacy UCR definition of rape - previously known as "Forcible" rape.  See UCR Offense Definitions for further information.
		
		,2. The figures shown in this column for the offense of rape were estimated using the revised Uniform Crime Reporting (UCR) definition of rape. In December 2011 the UCR program changed its definition of SRS rape to this revised definition. This change can be seen in the UCR data starting in 2013. Prior to 2013 this column will be blank. See UCR Offense Definitions for further information.
		
		
"Notes: When data are unavailable, the cells are blank or the year is not presented."



          Crime rates are not available for agencies that report data for less than 12 months of a year.


"Sources: FBI, Uniform Crime Reports, prepared by the National Archive of Criminal Justice Data"
Date of download: Nov 21 2018
